spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Totoaba macdonaldi,Totoaba,Fausto Valenzuela-Quiñonez et al. (2016) Journal Of Heredity 107(6): 496–503,0,USA,South of San Felipe,30.628711,,,-114.611207,,,,16,,0.25,11,2,0.65,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Totoaba macdonaldi,Totoaba,Fausto Valenzuela-Quiñonez et al. (2016) Journal Of Heredity 107(6): 496–503,0,USA,San Luis Gonzaga,29.843635,,,-114.337499,,,,16,,0.25,102,2,0.68,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Totoaba macdonaldi,Totoaba,Fausto Valenzuela-Quiñonez et al. (2016) Journal Of Heredity 107(6): 496–503,0,USA,Bahai de Lobos,27.332511,,,-110.648849,,,,16,,0.25,28,2,0.03,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Greece,Heraklion,35.344867,,,25.131961,,,2002,8,,0.875,24,2,0.723,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Italy,Otranto,40.154986,,,18.505216,,,2002,8,,0.875,23,2,0.681,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Italy,Siciliy,38.103394,,,14.093902,,,2012-2014,8,,0.875,13,2,0.656,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Italy,Lampedusa,35.507527,,,12.568606,,,2012-2014,8,,0.875,13,2,0.689,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Italy,Sardinia,39.358017,,,9.701158,,,2012-2014,8,,0.875,23,2,0.666,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,France,Giraglia,43.024692,,,9.405931,,,2012-2014,8,,0.875,25,2,0.699,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,France,Galeria,42.428011,,,8.616165,,,2012-2014,8,,0.875,31,2,0.69,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,France,Bonifacio,41.384032,,,9.14146,,,2012-2014,8,,0.875,24,2,0.673,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,France,St. Raphael,43.419722,,,6.882134,,,2012-2014,8,,0.875,14,2,0.699,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Spain,Baleares,39.090346,,,2.126662,,,2012-2014,8,,0.875,19,2,0.677,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,Spain,Alicante,38.347051,,,-0.460169,,,2002,8,,0.875,21,2,0.694,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Dentex dentex,Common dentex,Viret et al. (2018) PLoS ONE 13 (9): e0203866,0,France,Bay of Biscay,43.933358,,,-2.28231,,,2006,8,,0.875,8,2,0.658,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Samalona, Barranglompo, Barrangcaddi",-5.078594,,,119.360527,,,,1,45,1,16,2,0.683,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Samalona, Barranglompo, Barrangcaddi",-5.078594,,,119.360527,,,,1,120,1,16,2,0.647,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Samalona, Barranglompo, Barrangcaddi",-5.078594,,,119.360527,,,,1,65,1,16,2,0.722,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Lumulumu,-4.976808,,,119.215388,,,,1,45,1,6,2,0.561,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Lumulumu,-4.976808,,,119.215388,,,,1,120,1,6,2,0.303,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Lumulumu,-4.976808,,,119.215388,,,,1,65,1,6,2,0.682,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Reangreang, Jangangangang",-4.699997,,,119.366666,,,,1,45,1,32,2,0.703,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Reangreang, Jangangangang",-4.699997,,,119.366666,,,,1,120,1,32,2,0.603,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Reangreang, Jangangangang",-4.699997,,,119.366666,,,,1,65,1,32,2,0.775,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Kapoposang, Suranti",-4.674217,,,119.047496,,,,1,45,1,36,2,0.674,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Kapoposang, Suranti",-4.674217,,,119.047496,,,,1,120,1,36,2,0.619,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,"Kapoposang, Suranti",-4.674217,,,119.047496,,,,1,65,1,36,2,0.762,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Puntondo,-5.585704,,,119.486847,,,,1,45,1,10,2,0.363,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Puntondo,-5.585704,,,119.486847,,,,1,120,1,10,2,0.626,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Puntondo,-5.585704,,,119.486847,,,,1,65,1,10,2,0.874,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Donggala,0.061177,,,119.533504,,,,1,45,1,21,2,0.391,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Donggala,0.061177,,,119.533504,,,,1,120,1,21,2,0.422,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Donggala,0.061177,,,119.533504,,,,1,65,1,21,2,0.801,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Manado,1.560314,,,124.747924,,,,1,45,1,18,2,0.589,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Manado,1.560314,,,124.747924,,,,1,120,1,18,2,0.483,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Manado,1.560314,,,124.747924,,,,1,65,1,18,2,0.695,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Bira,-5.583329,,,120.463543,,,,1,45,1,7,2,0.626,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Bira,-5.583329,,,120.463543,,,,1,120,1,7,2,0.659,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Bira,-5.583329,,,120.463543,,,,1,65,1,7,2,0.791,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Kendari,-3.976475,,,122.586492,,,,1,45,1,21,2,0.453,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Kendari,-3.976475,,,122.586492,,,,1,120,1,21,2,0.645,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Kendari,-3.976475,,,122.586492,,,,1,65,1,21,2,0.786,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pulau Sembilan,4.036669,,,100.550012,,,,1,45,1,8,2,0.458,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pulau Sembilan,4.036669,,,100.550012,,,,1,120,1,8,2,0.592,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pulau Sembilan,4.036669,,,100.550012,,,,1,65,1,8,2,0.708,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sangalaki,2.087109,,,118.400315,,,,1,45,1,29,2,0.324,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sangalaki,2.087109,,,118.400315,,,,1,120,1,29,2,0.535,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sangalaki,2.087109,,,118.400315,,,,1,65,1,29,2,0.73,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Bali,-8.061905,,,115.102486,,,,1,45,1,15,2,0.802,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Bali,-8.061905,,,115.102486,,,,1,120,1,15,2,0.678,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Bali,-8.061905,,,115.102486,,,,1,65,1,15,2,0.66,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Komodo,-8.550057,,,119.370785,,,,1,45,1,13,2,0.754,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Komodo,-8.550057,,,119.370785,,,,1,120,1,13,2,0.551,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Komodo,-8.550057,,,119.370785,,,,1,65,1,13,2,0.791,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Kupang,-10.147238,,,123.604159,,,,1,45,1,20,2,0.605,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Kupang,-10.147238,,,123.604159,,,,1,120,1,20,2,0.624,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Kupang,-10.147238,,,123.604159,,,,1,65,1,20,2,0.703,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Karimunjava,-5.824988,,,110.454846,,,,1,45,1,24,2,0.792,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Karimunjava,-5.824988,,,110.454846,,,,1,120,1,24,2,0.706,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Karimunjava,-5.824988,,,110.454846,,,,1,65,1,24,2,0.815,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pulau Seribu,-5.643839,,,106.622242,,,,1,45,1,18,2,0.802,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pulau Seribu,-5.643839,,,106.622242,,,,1,120,1,18,2,0.724,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pulau Seribu,-5.643839,,,106.622242,,,,1,65,1,18,2,0.771,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Padang,-0.927028,,,100.319162,,,,1,45,1,17,2,0.775,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Padang,-0.927028,,,100.319162,,,,1,120,1,17,2,0.729,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Padang,-0.927028,,,100.319162,,,,1,65,1,17,2,0.766,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Batam,1.171708,,,104.060961,,,,1,120,1,23,2,0.264,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Batam,1.171708,,,104.060961,,,,1,65,1,23,2,0.761,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Malaysia,Kota Kinabalub,6.033333,,,116.098815,,,,1,45,1,23,2,0.275,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Malaysia,Kota Kinabalub,6.033333,,,116.098815,,,,1,120,1,23,2,0.414,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Malaysia,Kota Kinabalub,6.033333,,,116.098815,,,,1,65,1,23,2,0.704,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Malaysia,Banggi Islands,7.35245,,,117.137839,,,,1,45,1,12,2,0.62,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Malaysia,Banggi Islands,7.35245,,,117.137839,,,,1,120,1,12,2,0.583,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Malaysia,Banggi Islands,7.35245,,,117.137839,,,,1,65,1,12,2,0.819,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Philippines,Cebu,11.008268,,,123.875808,,,,1,45,1,20,2,0.546,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Philippines,Cebu,11.008268,,,123.875808,,,,1,120,1,20,2,0.541,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Philippines,Cebu,11.008268,,,123.875808,,,,1,65,1,20,2,0.595,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Misool,-1.715672,,,130.031162,,,,1,45,1,13,2,0.569,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Misool,-1.715672,,,130.031162,,,,1,120,1,13,2,0.754,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Misool,-1.715672,,,130.031162,,,,1,65,1,13,2,0.748,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pisang,-1.393899,,,128.926073,,,,1,45,1,7,2,0.538,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pisang,-1.393899,,,128.926073,,,,1,120,1,7,2,0.736,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Pisang,-1.393899,,,128.926073,,,,1,65,1,7,2,0.648,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sebakor Bay,-3.550708,,,132.850787,,,,1,45,1,7,2,0.517,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sebakor Bay,-3.550708,,,132.850787,,,,1,120,1,7,2,0.767,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sebakor Bay,-3.550708,,,132.850787,,,,1,65,1,7,2,0.575,,Used Google Maps and site names to find the coordinates 
Amphiprion ocellaris ,Clown anemonefish, J. Timm et al. (2012) Conserv Genet 13:693–706,0,Indonesia,Sanggala/Papisol,-3.914462,,,132.812007,,,,1,45,1,10,2,0.575,,Used Google Maps and site names to find the coordinates 
