"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength"
"1235","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Alghero",40.5333333333333,8.18333333333333,NA,"2010","control region",9,"995",1,NA,0.018,NA,"mtdna102",60
"1236","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Ancona",44.2,13.25,NA,"2010","control region",8,"995",1,NA,0.02,NA,"mtdna102",60
"1237","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Bari",41.4166666666667,16.1666666666667,NA,"2010","control region",8,"995",1,NA,0.016,NA,"mtdna102",60
"1238","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Cagliari",39,9.25,NA,"2010","control region",6,"995",1,NA,0.022,NA,"mtdna102",60
"1239","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Castel Sardo",41.4,8.56666666666667,NA,"2010","control region",7,"995",1,NA,0.012,NA,"mtdna102",60
"1240","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Elba",42.9833333333333,10.3666666666667,NA,"2011","control region",7,"995",1,NA,0.016,NA,"mtdna102",60
"1241","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Fiumicino",41.6833333333333,12.6666666666667,NA,"2010","control region",9,"995",1,NA,0.015,NA,"mtdna102",60
"1242","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Gaeta",41.1833333333333,13.4333333333333,NA,"2010","control region",7,"995",1,NA,0.019,NA,"mtdna102",60
"1243","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Montalto di Castro",42.1333333333333,11.2,NA,"2011","control region",6,"995",1,NA,0.025,NA,"mtdna102",60
"1244","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Porto Cervo",40.9166666666667,10.0333333333333,NA,"2010","control region",8,"995",1,NA,0.024,NA,"mtdna102",60
"1245","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Vibo Marina",38.75,17.3333333333333,NA,"2010","control region",7,"995",1,NA,0.022,NA,"mtdna102",60
"1246","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Portugal","Portim„o",36.9666666666667,7.93333333333333,NA,"2012","control region",13,"995",1,NA,0.023,NA,"mtdna102",60
"1247","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Tunisia","Bizerte",37.2666666666667,9.91666666666667,NA,"2009","control region",7,"995",1,NA,0.023,NA,"mtdna102",60
"1248","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Tunisia","Lampedusa",35.1833333333333,13.1666666666667,NA,"2012","control region",7,"995",1,NA,0.018,NA,"mtdna102",60
"1249","Pagellus erythrinus","Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Tunisia","Zarzis",33.4,11.2166666666667,NA,"2009","control region",7,"995",1,NA,0.026,NA,"mtdna102",60
"1250","Pagrus major","Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","central Kagoshima Bay ",31.3833,130.6609,NA,"2003","control region",86,"495",0.99,0.005,0.025,0.013,"mtdna101",100
"1251","Pagrus major","Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","East China Sea ",31.6427,130.2557,NA,"2003","control region",86,"495",0.996,0.003,0.026,0.013,"mtdna101",100
"1252","Pagrus major","Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","inner Kagoshima Bay ",31.6629,130.7021,NA,"2003","control region",58,"495",0.96,0.012,0.023,0.012,"mtdna101",100
"1253","Pagrus major","Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","Shibushi Bay ",31.3924,131.1111,NA,"2003","control region",63,"495",0.996,0.004,0.026,0.013,"mtdna101",100
"1254","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Greece, Eastern North Atlantic/Mediterranean","Mediterranean/Crete",35.201,21.953582,NA,"1994","control region",48,"526",0.997,0.005,0.014,0.007,"mtdna101",91
"1255","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Morocco, Eastern North Atlantic/Mediterranean","Madeira",32.88,-9.930182,NA,"1997-1998","control region",43,"526",0.995,0.007,0.014,0.007,"mtdna101",91
"1256","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Portugal, Eastern North Atlantic/Mediterranean","Azores",37.85,-26.533325,NA,"1997-1998","control region",32,"526",1,0.008,0.013,0.007,"mtdna101",91
"1257","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Louisiana",29.9,-88.535012,NA,"1999","control region",46,"526",0.987,0.01,0.01,0.006,"mtdna101",91
"1258","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Panama City, FL",30.155,-85.857669,NA,"2003","control region",20,"526",0.984,0.024,0.008,0.005,"mtdna101",91
"1259","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","Georgia",31.5,-80.844436,"RPORGYSATLC","2000-2002","control region",20,"526",1,0.016,0.008,0.005,"mtdna101",91
"1260","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","North Carolina",34.5,-76.254793,"RPORGYSATLC","1999-2002","control region",49,"526",0.991,0.007,0.011,0.006,"mtdna101",91
"1261","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","South Carolina",33,-78.7278,"RPORGYSATLC","1996-2002","control region",60,"526",0.996,0.004,0.01,0.005,"mtdna101",91
"1262","Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","Bohai Sea",37.56,119.4,NA,"","control region",13,"357",0.79,0.024961509,0.004,0.00027735,"mtdna101",60
"1263","Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","East China Sea",29.8,123.11,NA,"","control region",22,"357",0.89,0.008528029,0.007,0.000213201,"mtdna101",60
"1264","Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","South China Sea",21.89,115.96,NA,"","control region",10,"357",0.89,0.025298221,0.007,0.000632456,"mtdna101",60
"1265","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Dongfang",19.036866,108.548664,NA,"","cytb",30,"1137",0.543,0.01168,0.00107,0.00014,"mtdna102",40
"1266","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Dongxing",21.53355,108.044971,NA,"","cytb",30,"1137",0.825,0.00639,0.0021,0.00024,"mtdna102",40
"1267","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Haikou",20.062852,110.225471,NA,"","cytb",30,"1137",0.541,0.00949,0.00084,0.00012,"mtdna102",40
"1268","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Ningbo",30.112125,121.632327,NA,"","cytb",30,"1137",0.618,0.01059,0.00123,0.00016,"mtdna102",40
"1269","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Ningde",26.652008,119.569183,NA,"","cytb",30,"1137",0.828,0.00712,0.00187,0.00022,"mtdna102",40
"1270","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Qionghai",19.200372,110.623075,NA,"","cytb",30,"1137",0.561,0.01059,0.00112,0.00015,"mtdna102",40
"1271","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Sanya",18.256097,109.453976,NA,"","cytb",30,"1137",0.54,0.01114,0.00081,0.00012,"mtdna102",40
"1272","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Xiamen",24.464134,118.061813,NA,"","cytb",30,"1137",0.756,0.00822,0.00165,2e-04,"mtdna102",40
"1273","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Zhanjiang",21.269187,110.415281,NA,"","cytb",30,"1137",0.561,0.01059,0.00106,0.00014,"mtdna102",40
"1274","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Zhuhai",21.977952,113.330092,NA,"","cytb",30,"1137",0.637,0.01461,0.00156,0.00019,"mtdna102",40
"1275","Pampus chinensis","Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","Indonesia","Doka",-7.316492,133.942151,NA,"","cytb",30,"1137",0.674,0.0168,0.00295,0.00032,"mtdna102",40
"1276","Pampus minor","Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","China","Beihai",21.425024,109.082557,NA,"2016","cytb",24,"415",0.6377,0.0124,0.0019,3e-04,"mtdna102",13.44
"1277","Pampus minor","Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","China","Haikou",20.081555,110.215835,NA,"2016","cytb",24,"415",0.529,0.0213,0.0014,3e-04,"mtdna102",13.44
"1278","Pampus minor","Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","Malaysia","Kuala Selangor",3.32364,101.236816,NA,"2016","cytb",24,"415",0.6341,0.0199,0.0048,7e-04,"mtdna102",13.44
"1279","Pampus minor","Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","Malaysia","Mukah",2.929505,112.06176,NA,"2016","cytb",24,"415",0.5036,0.025,0.0028,4e-04,"mtdna102",13.44
"1280","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Asuncion",26.987588,-114.397554,NA,"","cytb",23,"700",0.585,NA,0.001648,NA,"mtdna101",152
"1281","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Magdelena",24.560852,-112.012381,NA,"","cytb",26,"700",0.7538,NA,0.002282,NA,"mtdna101",152
"1282","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Ensenada/ Todos Santos",29,-115,NA,"","cytb",28,"700",0.8201,NA,0.002785,NA,"mtdna101",152
"1283","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Punta Banda",27.863113,-114.47302,NA,"","cytb",35,"700",0.7109,NA,0.002739,NA,"mtdna101",152
"1284","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Tijuana Estuary",32.529308,-117.132024,NA,"","cytb",34,"700",0.8092,NA,0.002947,NA,"mtdna101",152
"1285","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Agua Hedionda",33.141301,-117.343668,NA,"","cytb",14,"700",0.9231,NA,0.003566,NA,"mtdna101",152
"1286","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Half Moon Bay",37,-123,NA,"","cytb",17,"700",0.8824,NA,0.002894,NA,"mtdna101",152
"1287","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Los Angeles",33.854146,-118.604253,NA,"","cytb",26,"700",0.7785,NA,0.002548,NA,"mtdna101",152
"1288","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Mission Bay",32.780676,-117.246316,NA,"","cytb",38,"700",0.8192,NA,0.003116,NA,"mtdna101",152
"1289","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Oceanside Harbor",33.208387,-117.397507,NA,"","cytb",31,"700",0.7269,NA,0.002078,NA,"mtdna101",152
"1290","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Diego",32.74804,-117.305393,NA,"","cytb",30,"700",0.6805,NA,0.002093,NA,"mtdna101",152
"1291","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Diego Bay",32.668495,-117.142071,NA,"","cytb",35,"700",0.8185,NA,0.002833,NA,"mtdna101",152
"1292","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Dieguito",33.007198,-117.287726,NA,"","cytb",27,"700",0.735,NA,0.001991,NA,"mtdna101",152
"1293","Paralichthys californicus","California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Santa Barbara",34.1333333333333,-120,NA,"","cytb",11,"700",0.8182,NA,0.002563,NA,"mtdna101",152
"1294","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","AKT",40,139.9,"OFLOUNNSJ","2003","ND2, ND5",45,"2871",0.999,0.000745356,0.0084,0.000626099,"mtdna101",103
"1295","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","CHB",35.8,140.8,"OFLOUNPAC","2003","ND2, ND5",74,"2871",0.9979,0.000116248,0.0083,0.000476615,"mtdna101",103
"1296","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","EHM",34,133.1,"OFLOUNSETO","2003/2004","ND2, ND5",112,"2871",0.9968,0.000179533,0.0079,0.000368515,"mtdna101",103
"1297","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","FKI",35.600444,135.352528,"OFLOUNNSJ","2003","ND2, ND5",126,"2871",0.9933,0.000712697,0.0083,0.000374166,"mtdna101",103
"1298","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","HKD",43.2,140.4,"OFLOUNNSJ","2003/2005","ND2, ND5",55,"2871",0.9987,0.000512392,0.008,0.000525876,"mtdna101",103
"1299","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","KGS",31.731742,129.986771,"OFLOUNECS","2004","ND2, ND5",64,"2871",0.996,0.000525,0.0082,5e-04,"mtdna101",103
"1300","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","MYG",37.2,141,"OFLOUNPAC","2003","ND2, ND5",39,"2871",0.998,0.000208167,0.008,0.0006245,"mtdna101",103
"1301","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","NGS",32.7,129.5,"OFLOUNECS","2005","ND2, ND5",42,"2871",0.9988,0.000848668,0.0085,0.000648074,"mtdna101",103
"1302","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","TTR",35.4,133.7,"OFLOUNNSJ","2003/2004","ND2, ND5",165,"2871",0.9981,0.000210195,0.0083,0.000319185,"mtdna101",103
"1303","Paralichthys olivaceus","Bastard halibut","Li et al 2011 African Journal of Biotechnology 10(60):12833-12839","Yellow Sea and East China Sea","Qindao",36.15,120.633333333333,NA,"2006","cytochrome c oxidase subunit I",50,"528",0.746,NA,0.00334,NA,"mtdna101",103
"1304","Paralichthys olivaceus","Bastard halibut","Li et al 2011 African Journal of Biotechnology 10(60):12833-12839","Yellow Sea and East China Sea","Zhoushan",30.1333333333333,122.5,NA,"2008","cytochrome c oxidase subunit I",50,"528",0.712,NA,0.00318,NA,"mtdna101",103
"1305","Parupeneus multifasciatus","Manybar goatfish","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Bolinao",16.363403,119.847298,NA,"","control region",12,"873",1,0.0098,0.0184,5e-04,"mtdna102",35
"1306","Parupeneus multifasciatus","Manybar goatfish","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Masinloc",15.532567,119.939888,NA,"","control region",11,"873",1,0.0118,0.0173,5e-04,"mtdna102",35
"1307","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","A170",30.53,122.5,NA,"2004","control region",12,"479",1,0.009814955,0.018,0.002886751,"mtdna101",40
"1308","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","C13",26.89,121.19,NA,"2005","control region",4,"479",1,0.0885,0.017,0.006,"mtdna101",40
"1309","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","F02",28.17,122.2,NA,"2005","control region",8,"479",1,0.022273864,0.013,0.002828427,"mtdna101",40
"1310","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","Guangzhou",21.8,113.6,NA,"2003","control region",15,"479",0.991,0.007229569,0.017,0.000490578,"mtdna101",40
"1311","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","Qingdao",35.87,120.6,NA,"2003","control region",27,"479",0.997,0.002116951,0.016,0.001732051,"mtdna101",40
"1312","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","East China Sea","B16",30.6,126.9,NA,"2004","control region",5,"479",1,0.056796127,0.014,0.004024922,"mtdna101",40
"1313","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","East China Sea","B21",29.7,125.2,NA,"2004","control region",9,"479",0.889,0.303333333,0.014,0.002666667,"mtdna101",40
"1314","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Japan","Ariake Sea",32.6,128.86,NA,"2005","control region",19,"479",0.983,0.005047146,0.009,0.001147079,"mtdna101",40
"1315","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Japan","C20",26.5,124.4,NA,"2005","control region",7,"479",0.952,0.036284589,0.012,0.003023716,"mtdna101",40
"1316","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Japan","Ise Bay",34.4,137.4,NA,"2005","control region",19,"479",0.965,0.008258966,0.008,0.001147079,"mtdna101",40
"1317","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Korea","A12",33.3,125.5,NA,"2004","control region",4,"479",1,0.0885,0.011,0.004,"mtdna101",40
"1318","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Dalian",38.943124,121.680095,NA,"2011","control region",20,"487",0.7474,NA,0.0025,NA,"mtdna102",16.8
"1319","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Dandong",39.902748,124.281152,NA,"2010","control region",20,"487",0.6737,NA,0.0028,NA,"mtdna102",16.8
"1320","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Laizhou Bay",37.380427,119.508294,NA,"2010","control region",20,"487",0.7789,NA,0.0035,NA,"mtdna102",16.8
"1321","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Quingdao",36.038081,120.34419,NA,"2010","control region",22,"487",0.7403,NA,0.0029,NA,"mtdna102",16.8
"1322","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Rizhao",35.38773,119.577491,NA,"2009","control region",20,"487",0.4421,NA,0.0016,NA,"mtdna102",16.8
"1323","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Rushan",36.780653,121.652187,NA,"2011","control region",21,"487",0.6667,NA,0.0025,NA,"mtdna102",16.8
"1324","Pholis fangi","","Gao et al. 2019 J. Ocean Univ. China 18:947-952","China","Yantai",37.493671,121.475818,NA,"2007","control region",20,"487",0.7895,NA,0.0036,NA,"mtdna102",16.8
"1325","Plectropomus leopardus","Leopard coralgrouper","Herwerden et. al 2009 Marine Biology 156:1595-1607","Australia","Abrolhos Islands",-28.7,113.61,NA,"","HVR I",42,NA,0.99,0.009,0.0287,0.01454,"mtdna101",120
