,spp,CommonName,Source,Country,Site,lat,lon,stockid,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,file
1305,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Haikou,20.062852,110.225471,NA,,cytb,30,1137,0.541,0.00949,0.00084,0.00012,mtdna102
1306,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Ningbo,30.112125,121.632327,NA,,cytb,30,1137,0.618,0.01059,0.00123,0.00016,mtdna102
1307,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Ningde,26.652008,119.569183,NA,,cytb,30,1137,0.828,0.00712,0.00187,0.00022,mtdna102
1308,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Qionghai,19.200372,110.623075,NA,,cytb,30,1137,0.561,0.01059,0.00112,0.00015,mtdna102
1309,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Sanya,18.256097,109.453976,NA,,cytb,30,1137,0.54,0.01114,0.00081,0.00012,mtdna102
1310,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Xiamen,24.464134,118.061813,NA,,cytb,30,1137,0.756,0.00822,0.00165,2.00E-04,mtdna102
1311,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Zhanjiang,21.269187,110.415281,NA,,cytb,30,1137,0.561,0.01059,0.00106,0.00014,mtdna102
1312,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Zhuhai,21.977952,113.330092,NA,,cytb,30,1137,0.637,0.01461,0.00156,0.00019,mtdna102
1313,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,Indonesia,Doka,-7.316492,133.942151,NA,,cytb,30,1137,0.674,0.0168,0.00295,0.00032,mtdna102
1314,Pampus minor,Southern lesser pomfret,Li et al. 2019 Pakistan J. Zool. 51:149-157,China,Beihai,21.425024,109.082557,NA,2016,cytb,24,415,0.6377,0.0124,0.0019,3.00E-04,mtdna102
1315,Pampus minor,Southern lesser pomfret,Li et al. 2019 Pakistan J. Zool. 51:149-157,China,Haikou,20.081555,110.215835,NA,2016,cytb,24,415,0.529,0.0213,0.0014,3.00E-04,mtdna102
1316,Pampus minor,Southern lesser pomfret,Li et al. 2019 Pakistan J. Zool. 51:149-157,Malaysia,Kuala Selangor,3.32364,101.236816,NA,2016,cytb,24,415,0.6341,0.0199,0.0048,7.00E-04,mtdna102
1317,Pampus minor,Southern lesser pomfret,Li et al. 2019 Pakistan J. Zool. 51:149-157,Malaysia,Mukah,2.929505,112.06176,NA,2016,cytb,24,415,0.5036,0.025,0.0028,4.00E-04,mtdna102
1318,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Bahia Asuncion,26.987588,-114.397554,NA,,cytb,23,700,0.585,NA,0.001648,NA,mtdna101
1319,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Bahia Magdelena,24.560852,-112.012381,NA,,cytb,26,700,0.7538,NA,0.002282,NA,mtdna101
1320,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Ensenada/ Todos Santos,29,-115,NA,,cytb,28,700,0.8201,NA,0.002785,NA,mtdna101
1321,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Punta Banda,27.863113,-114.47302,NA,,cytb,35,700,0.7109,NA,0.002739,NA,mtdna101
1322,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Tijuana Estuary,32.529308,-117.132024,NA,,cytb,34,700,0.8092,NA,0.002947,NA,mtdna101
1323,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Agua Hedionda,33.141301,-117.343668,NA,,cytb,14,700,0.9231,NA,0.003566,NA,mtdna101
1324,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Half Moon Bay,37,-123,NA,,cytb,17,700,0.8824,NA,0.002894,NA,mtdna101
1325,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Los Angeles,33.854146,-118.604253,NA,,cytb,26,700,0.7785,NA,0.002548,NA,mtdna101
1326,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Mission Bay,32.780676,-117.246316,NA,,cytb,38,700,0.8192,NA,0.003116,NA,mtdna101
1327,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Oceanside Harbor,33.208387,-117.397507,NA,,cytb,31,700,0.7269,NA,0.002078,NA,mtdna101
1328,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,San Diego,32.74804,-117.305393,NA,,cytb,30,700,0.6805,NA,0.002093,NA,mtdna101
1329,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,San Diego Bay,32.668495,-117.142071,NA,,cytb,35,700,0.8185,NA,0.002833,NA,mtdna101
1330,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,San Dieguito,33.007198,-117.287726,NA,,cytb,27,700,0.735,NA,0.001991,NA,mtdna101
1331,Paralichthys californicus,California flounder,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Santa Barbara,34.13333333,-120,NA,,cytb,11,700,0.8182,NA,0.002563,NA,mtdna101
1332,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,AKT,40,139.9,OFLOUNNSJ,2003,"ND2, ND5",45,2871,0.999,0.000745356,0.0084,0.000626099,mtdna101
1333,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,CHB,35.8,140.8,OFLOUNPAC,2003,"ND2, ND5",74,2871,0.9979,0.000116248,0.0083,0.000476615,mtdna101
1334,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,EHM,34,133.1,OFLOUNSETO,2003/2004,"ND2, ND5",112,2871,0.9968,0.000179533,0.0079,0.000368515,mtdna101
1335,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,FKI,35.600444,135.352528,OFLOUNNSJ,2003,"ND2, ND5",126,2871,0.9933,0.000712697,0.0083,0.000374166,mtdna101
1336,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,HKD,43.2,140.4,OFLOUNNSJ,2003/2005,"ND2, ND5",55,2871,0.9987,0.000512392,0.008,0.000525876,mtdna101
1337,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,KGS,31.731742,129.986771,OFLOUNECS,2004,"ND2, ND5",64,2871,0.996,0.000525,0.0082,5.00E-04,mtdna101
1338,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,MYG,37.2,141,OFLOUNPAC,2003,"ND2, ND5",39,2871,0.998,0.000208167,0.008,0.0006245,mtdna101
1339,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,NGS,32.7,129.5,OFLOUNECS,2005,"ND2, ND5",42,2871,0.9988,0.000848668,0.0085,0.000648074,mtdna101
1340,Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,TTR,35.4,133.7,OFLOUNNSJ,2003/2004,"ND2, ND5",165,2871,0.9981,0.000210195,0.0083,0.000319185,mtdna101
1341,Paralichthys olivaceus,Bastard halibut,Li et al 2011 African Journal of Biotechnology 10(60):12833-12839,Yellow Sea and East China Sea,Qindao,36.15,120.6333333,NA,2006,cytochrome c oxidase subunit I,50,528,0.746,NA,0.00334,NA,mtdna101
1342,Paralichthys olivaceus,Bastard halibut,Li et al 2011 African Journal of Biotechnology 10(60):12833-12839,Yellow Sea and East China Sea,Zhoushan,30.13333333,122.5,NA,2008,cytochrome c oxidase subunit I,50,528,0.712,NA,0.00318,NA,mtdna101
1343,Parupeneus multifasciatus,Manybar goatfish,Matias et al. 2013 Mitochondrial DNA 24:584-595,Philippines,Bolinao,16.363403,119.847298,NA,,control region,12,873,1,0.0098,0.0184,5.00E-04,mtdna102
1344,Parupeneus multifasciatus,Manybar goatfish,Matias et al. 2013 Mitochondrial DNA 24:584-595,Philippines,Masinloc,15.532567,119.939888,NA,,control region,11,873,1,0.0118,0.0173,5.00E-04,mtdna102
1345,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,A170,30.53,122.5,NA,2004,control region,12,479,1,0.009814955,0.018,0.002886751,mtdna101
1346,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,C13,26.89,121.19,NA,2005,control region,4,479,1,0.0885,0.017,0.006,mtdna101
1347,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,F02,28.17,122.2,NA,2005,control region,8,479,1,0.022273864,0.013,0.002828427,mtdna101
1348,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,Guangzhou,21.8,113.6,NA,2003,control region,15,479,0.991,0.007229569,0.017,0.000490578,mtdna101
1349,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,Qingdao,35.87,120.6,NA,2003,control region,27,479,0.997,0.002116951,0.016,0.001732051,mtdna101
1350,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,East China Sea,B16,30.6,126.9,NA,2004,control region,5,479,1,0.056796127,0.014,0.004024922,mtdna101
1351,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,East China Sea,B21,29.7,125.2,NA,2004,control region,9,479,0.889,0.303333333,0.014,0.002666667,mtdna101
1352,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Japan,Ariake Sea,32.6,128.86,NA,2005,control region,19,479,0.983,0.005047146,0.009,0.001147079,mtdna101
1353,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Japan,C20,26.5,124.4,NA,2005,control region,7,479,0.952,0.036284589,0.012,0.003023716,mtdna101
1354,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Japan,Ise Bay,34.4,137.4,NA,2005,control region,19,479,0.965,0.008258966,0.008,0.001147079,mtdna101
1355,Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Korea,A12,33.3,125.5,NA,2004,control region,4,479,1,0.0885,0.011,0.004,mtdna101
1356,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Dalian,38.943124,121.680095,NA,2011,control region,20,487,0.7474,NA,0.0025,NA,mtdna102
1357,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Dandong,39.902748,124.281152,NA,2010,control region,20,487,0.6737,NA,0.0028,NA,mtdna102
1358,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Laizhou Bay,37.380427,119.508294,NA,2010,control region,20,487,0.7789,NA,0.0035,NA,mtdna102
1359,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Quingdao,36.038081,120.34419,NA,2010,control region,22,487,0.7403,NA,0.0029,NA,mtdna102
1360,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Rizhao,35.38773,119.577491,NA,2009,control region,20,487,0.4421,NA,0.0016,NA,mtdna102
1361,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Rushan,36.780653,121.652187,NA,2011,control region,21,487,0.6667,NA,0.0025,NA,mtdna102
1362,Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Yantai,37.493671,121.475818,NA,2007,control region,20,487,0.7895,NA,0.0036,NA,mtdna102
1363,Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,Australia,Abrolhos Islands,-28.7,113.61,NA,,HVR I,42,NA,0.99,0.009,0.0287,0.01454,mtdna101
1364,Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,Australia,Scott Reef,-13.5,123,NA,,HVR I,88,NA,0.97,0.012,0.0134,0.00704,mtdna101
1365,Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,French Republic,New Calcedonia,-22.69,167.3,NA,,HVR I,18,NA,0.97,0.029,0.02512,0.01321,mtdna101
1366,Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,Taiwan,Taiwan,23.07,119.9,NA,,HVR I,24,NA,0.99,0.014,0.02899,0.01498,mtdna101
1367,Plectropomus maculatus,Spotted coralgrouper,Evans et al. 2010 Fisheries Research 102:16-25,Australia ,Capricorn Bunker Islands ,-23.279422,151.83499,NA,2006.5,HVR I,40,595,0.982,NA,0.014,0.007,mtdna101
1368,Plectropomus maculatus,Spotted coralgrouper,Evans et al. 2010 Fisheries Research 102:16-25,Australia ,Keppel Islands ,-23.120186,150.922916,NA,2006.5,HVR I,51,595,0.967,NA,0.017,0.009,mtdna101
1369,Plectropomus maculatus,Spotted coralgrouper,Evans et al. 2010 Fisheries Research 102:16-25,Australia ,Palm Islands ,-18.710198,146.550978,NA,2006.5,HVR I,30,595,0.948,NA,0.012,0.007,mtdna101
1370,Plectropomus maculatus,Spotted coralgrouper,Evans et al. 2010 Fisheries Research 102:16-25,Australia ,Whitsunday Islands ,-20.237411,148.925811,NA,2006.5,HVR I,43,595,0.948,NA,0.016,0.008,mtdna101
1371,Pleuragramma antarctica,Antarctic silverfish,Zane et al. 2006,Antarctica,"Elephant Island, South Shetland Islands",-60,-55.14815,NA,1996,D-loop,19,400,0.941,0.011,0.009069,0.00131,mtdna101
1372,Pleuragramma antarctica,Antarctic silverfish,Zane et al. 2006,Antarctica,"Halley Bay, Weddell Sea",-74.776,-48.564343,NA,1991,D-loop,50,400,0.864,0.0064,0.007513,0.00067,mtdna101
1373,Pleuragramma antarctica,Antarctic silverfish,Zane et al. 2006,Antarctica,"King George Island, Southern Scotia Arc",-61.904,-57.14645,NA,1997,D-loop,47,400,0.885,0.0064,0.007709,0.00071,mtdna101
1374,Pleuragramma antarctica,Antarctic silverfish,Zane et al. 2006,Antarctica,"Terra Nova Bay, Ross Sea",-75,-170.835995,NA,1996,D-loop,61,400,0.917,0.0038,0.009531,0.00073,mtdna101
1387,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Chatham Islands,-43.967911,-176.319733,NA,,control region,44,488,0.878,NA,0.00934,NA,mtdna102
1388,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Cook Strait,-41.312182,174.323793,NA,,control region,25,488,0.88,NA,0.0117,NA,mtdna102
1389,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Hawkes Bay,-39.344608,177.236921,NA,,control region,22,488,0.957,NA,0.0137,NA,mtdna102
1390,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Hokitika,-42.712699,170.96194,NA,,control region,45,488,0.822,NA,0.00928,NA,mtdna102
1391,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Kaikoura,-42.425785,173.672057,NA,,control region,39,488,0.853,NA,0.01258,NA,mtdna102
1392,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Leigh,-36.296066,174.808136,NA,,control region,49,488,0.894,NA,0.01153,NA,mtdna102
1393,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Makara,-41.313783,174.624757,NA,,control region,21,488,0.805,NA,0.01131,NA,mtdna102
1394,Polyprion oxygeneios,Hapuku wreckfish,"Lane, Symonds & Ritchie 2016 Fisheries Research 174:19-29",New Zealand,Otago,-46.34639,170.224676,NA,,control region,49,488,0.808,NA,0.01216,NA,mtdna102
1395,Pomacentrus coelestis,Neon damselfish,Liu et al. 2010 Marine and Freshwater Research 61:1416-1424,Taiwan,MA,25.025705,121.99622,NA,2007,control region,25,343,0.943,0.0064,0.01,0.0012,mtdna101
1396,Pomacentrus coelestis,Neon damselfish,Liu et al. 2010 Marine and Freshwater Research 61:1416-1424,Taiwan,SK,26.657566,127.860392,NA,2007,control region,16,343,0.908,0.0158,0.011,0.0015,mtdna101
1397,Pomacentrus coelestis,Neon damselfish,Liu et al. 2010 Marine and Freshwater Research 61:1416-1424,Taiwan,YL,25.22693,121.678158,NA,2007,control region,26,343,0.948,0.0067,0.013,0.0014,mtdna101
1398,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,AU,-23.044,152.98,NA,,control region,17,343,0.9167,0.0156,0.0107,0.00155,mtdna101
1399,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,CE ,-1.0166,135.227,NA,,control region,13,343,0.1538,NA,5.00E-04,NA,mtdna101
1400,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,CH ,2.2346,152.893,NA,,control region,11,343,0.7455,NA,0.0034,NA,mtdna101
1401,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,FI,-15.67,176.97,NA,,control region,3,343,1,0.157,0.0254,0.0117,mtdna101
1402,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KA ,0.4113,129.651,NA,,control region,7,343,1,NA,0.0489,NA,mtdna101
1403,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KO,1.071,129.574,NA,,control region,10,343,0.6667,0.0516,0.0261,0.00471,mtdna101
1404,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KOR,7.0513,134.26,NA,,control region,14,343,0.6813,0.0352,0.0033,0.000695,mtdna101
1405,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KW ,5.566,170.032,NA,,control region,10,343,0.6667,NA,0.0028,NA,mtdna101
1406,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,MO ,1.26843,154.915,NA,,control region,7,343,0.7143,NA,0.0025,NA,mtdna101
1407,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,TW,4.9536,114.485,NA,,control region,8,343,1,0.0221,0.0149,0.00325,mtdna101
1408,Pomacentrus coelestis,Neon damselfish,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,WA,-0.3796,131.024,NA,,control region,6,343,0.7333,0.0634,0.0115,0.00318,mtdna101
1409,Pomacentrus moluccensis,Lemon damsel,Drew et. al 2008 Conservation Biology 22(4):965-975,Fiji,Central Fiji,-17.3,178.9,NA,,control region,109,384,NA,NA,0.009,0.000478913,mtdna101
1410,Pomacentrus moluccensis,Lemon damsel,Drew et. al 2008 Conservation Biology 22(4):965-975,Indonesia,Kalimantan,2.37,118.2,NA,,control region,9,384,NA,NA,0.005,0.001,mtdna101
1411,Pomacentrus moluccensis,Lemon damsel,Drew et. al 2008 Conservation Biology 22(4):965-975,Papau New Guinea,Milne Bay,-9.02,149.15,NA,,control region,15,384,NA,NA,0.002,0.000516398,mtdna101
1412,Pomacentrus moluccensis,Lemon damsel,Drew et. al 2008 Conservation Biology 22(4):965-975,Solomon Islands,Boneagi,-9.5,160.8,NA,,control region,7,384,NA,NA,0.001,0.000377964,mtdna101
1413,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Condor seamount,37.8,-29.3,NA,1995-2011,control region,10,376-377,1,NA,0.0172,NA,mtdna102
1414,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Condor seamount,37.8,-29.3,NA,1995-2011,cytb,10,425,0.8333,NA,0.0051,NA,mtdna102
1415,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Seine seamount,33.750534,-14.417139,NA,1995-2003,control region,10,376-377,0.9556,NA,0.0186,NA,mtdna102
1416,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Seine seamount,33.750534,-14.417139,NA,1995-2003,cytb,10,425,0.6889,NA,0.0036,NA,mtdna102
1417,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Voador seamount,37,-31.5,NA,1995-2011,control region,10,376-377,0.9778,NA,0.016,NA,mtdna102
1418,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Voador seamount,37,-31.5,NA,1995-2011,cytb,10,425,0.9333,NA,0.0084,NA,mtdna102
1419,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Cape Verde,Cape Verde,16.189099,-23.840952,NA,2000,control region,10,376-377,0.9333,NA,0.0171,NA,mtdna102
1420,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Cape Verde,Cape Verde,16.189099,-23.840952,NA,2000,cytb,10,425,0.9111,NA,0.0073,NA,mtdna102
1421,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Portugal,Madeira,32.806242,-16.792258,NA,1995-2003,control region,4,376-377,0.9778,NA,0.0187,NA,mtdna102
1422,Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Portugal,Madeira,32.806242,-16.792258,NA,1995-2003,cytb,4,425,0.9556,NA,0.006,NA,mtdna102
1423,Prionace glauca,Blue shark,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,cytochrome c oxidase subunit I,8,610,0.25,0.18,4.00E-04,6.00E-04,mtdna103
1424,Prionace glauca,Blue shark,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,ND2,8,990,0.786,0.113,0.0029,0.0019,mtdna103
1425,Pristipomoides filamentosus,Crimson jobfish,Mzingirwa et al. 2019 Molecular Biology Reports 46:5079-5088,Kenya,Shimoni,-4.647163,39.380413,NA,2013,cytb,21,489,0.629,0.0268,0.004,7.00E-04,mtdna102
