"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise"
"1183","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Indian Ocean","Seychelles",-3.89972222222222,55.0680555555556,NA,"","cytb",52,629,0.27,0.076,8e-04,8e-04
"1184","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Panama","San Blas",9.08527777777778,-77.8661111111111,NA,"","cytb",17,629,0.7,0.049,0.0014,0.0012
"1185","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","USA","Hawaii",21.0502777777778,-156.880833333333,NA,"","cytb",43,629,0.66,0.061,0.0019,0.0014
"1186","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","USA","Virgin Islands",18.0513888888889,-63.8491666666667,NA,"","cytb",6,629,0.6,0.215,0.0014,0.0013
"1187","Sphyrna lewini","Scalloped hammerhead shark","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Michoacíçn",17.0841666666667,-101.983333333333,NA,"2002","control region",20,NA,0.38,NA,0.002,NA
"1188","Sphyrna lewini","Scalloped hammerhead shark","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Nayarit",21.0505555555556,-104.965277777778,NA,"2002","control region",30,NA,0.44,NA,0.002,NA
"1189","Sphyrna lewini","Scalloped hammerhead shark","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Sinaloa",23.0502777777778,-105.9325,NA,"2002","control region",42,1000,0.415,NA,0.007,NA
"1190","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","Panama","Pac Panama",8.4,-79.729431,NA,"2002","control region",8,548,0.75,NA,0.0019,NA
"1191","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","Seychelles","Seychelles",-4.7,55.30939,NA,"2002","control region",12,548,0.17,NA,0.0012,NA
"1192","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","South Africa","South Africa",-29,16.101197,NA,"2002","control region",25,548,0.42,NA,0.0046,NA
"1193","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","USA","Hawaii",20.3,-155.110722,NA,"2002","control region",44,548,0.09,NA,2e-04,NA
"1194","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Bolivia","LAP",24.2,-110.4,NA,"2008","control region",17,548,0.4412,NA,8e-04,NA
"1195","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Costa Rica","TAR",9.8,-84.8,NA,"2008","control region",20,548,0.6158,NA,0.0013,NA
"1196","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Ecuador","MAN",-1.1,-84.95,NA,"2008","control region",20,548,0.5263,NA,0.001,NA
"1197","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Mexico","MAZ",23.2,-106.4,NA,"2008","control region",22,548,0.4156,NA,8e-04,NA
"1198","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","CEB",7.55,-81,NA,"2008","control region",18,548,0.5686,NA,0.0012,NA
"1199","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","GPA",7.01,-78.19,NA,"2008","control region",7,548,0.5714,NA,0.001,NA
"1200","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","SCA",7.56,-81.3,NA,"2008","control region",22,548,0.5974,NA,0.0013,NA
"1201","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Brisbane",-27.59,153.6,NA,"","ND4",42,873,0.4111,0.014010744,0.001249,0.000143502
"1202","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Far North",-13.84,144.92,NA,"","ND4",47,873,0.4098,0.012909052,0.001064,0.000120922
"1203","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Mackay",-20.79,149.04,NA,"","ND4",20,873,0.1947,0.025602978,0.000458,0.000110685
"1204","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Northern New South Wales",-30.02,153.36,NA,"","ND4",43,873,0.3012,0.01389262,0.000581,8.51e-05
"1205","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Townsville",-18.78,146.6,NA,"","ND4",49,873,0.2313,0.0114,0.000372,6.06e-05
"1206","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Indonesia","Kedonganan",-9.03,115.1,NA,"","ND4",33,873,0.4886,0.016032552,0.00712,0.000671766
"1207","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Atlantic Ocean","Bay of Biscay",47.18,-3.16,NA,"2006","control region",30,530,0.984,NA,NA,NA
"1208","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Baltic Sea","Eastern Baltic ",55.07,18.44,"SPRAT22-32","2006","control region",30,530,0.945,NA,NA,NA
"1209","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Baltic-North Sea","North Sea",55.4,6.46,"SPRATNS","2005","control region",30,530,0.989,NA,NA,NA
"1210","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Black Sea","Black Sea (west)",44.37,33.5,NA,"2006","control region",30,530,0.92,NA,NA,NA
"1211","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Adriatic Sea",45.36,13.34,NA,"2005","control region",30,530,0.784,NA,NA,NA
"1212","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Bosporus",41.12,29.07,NA,"2006","control region",30,530,0.954,NA,NA,NA
"1213","Sprattus sprattus","European sprat ","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Gulf of Lion",43.27,3.49,NA,"2006","control region",30,530,0.894,NA,NA,NA
"1214","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Denmark","NO",55.667,6.777,NA,"2005","control region",30,530,0.989,0.002373464,0.0095,0.000967643
"1215","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","France","BI ",47.309,-3.267,NA,"2006","control region",30,530,0.984,0.002921187,0.0095,0.000967643
"1216","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","France","LI",43.267,3.818,NA,"2006","control region",30,530,0.894,0.008215838,0.0044,0.000511208
"1217","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Italy","AD",45.603,13.563,NA,"2005","control region",30,530,0.784,0.014240787,0.0089,0.000912871
"1218","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Poland","BA",55.083,18.747,NA,"2006","control region",30,530,0.945,0.006024948,0.0094,0.000949386
"1219","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Turkey","BO",41.201,29.119,NA,"2006","control region",30,530,0.954,0.004929503,0.0147,0.001424079
"1220","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Ukraine","BL",44.617,33.5,NA,"2006","control region",30,530,0.92,0.006024948,0.0131,0.001296277
"1221","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","B1",56.5,180,NA,"","cytb",20,621,0.98,0.004472136,0.00923,0.001151575
"1222","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E1",55,-149,NA,"","cytb",14,621,0.99,0.008017837,0.00979,0.001488645
"1223","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E2",54,-150,NA,"","cytb",14,621,0.97,0.01069045,0.00987,0.001085081
"1224","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W2",42.79,146.9,NA,"","cytb",20,621,0.96,0.207954322,0.00739,0.000945857
"1225","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W3",48,165,NA,"","cytb",17,621,0.97,0.007276069,0.00933,0.001275737
"1226","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W5",48,177,NA,"","cytb",20,621,0.98,0.004472136,0.00821,0.001037536
"1227","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Bering Sea","B1",56.5,180,NA,"","cytb",20,621,0.99,0.004472136,0.01359,0.001639038
"1228","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E4",50,-138,NA,"","cytb",18,621,1,0.004714045,0.01421,0.00181255
"1229","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E5",45,-139,NA,"","cytb",20,621,0.98,0.004472136,0.01365,0.001645746
"1230","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W1",40,145,NA,"","cytb",20,621,0.99,0.004472136,0.01459,0.001750841
"1231","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W3",48,165,NA,"","cytb",20,621,0.98,0.004472136,0.01285,0.001556303
"1232","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W5",48,177,NA,"","cytb",20,621,0.98,0.004472136,0.01021,0.001261142
"1233","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","Newport",44.645,-124.268105,NA,"2003","control region",20,465,0.7263,NA,0.003,NA
"1234","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","Padilla Bay",48.557,-122.547414,NA,"2003","control region",20,465,0.5211,NA,0.0014,NA
"1235","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","San Diego",32.639,-117.666497,NA,"2003","control region",20,465,0.5789,NA,0.0056,NA
"1236","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","Sitka, Alaska",57.374,-136.36006,NA,"2003","control region",20,465,0.2684,NA,0.00062,NA
"1237","Takifugu rubripes","Japanese pufferfish","Reza et. al 2011 Fish Science 77:59-67","Japan","TrG",34.13,129.5,NA,"2003","control region",50,561,0.9641,0.001414214,0.0133,0.001131371
"1238","Takifugu rubripes","Japanese pufferfish","Reza et. al 2011 Fish Science 77:59-67","Japan","TrS",33.85,131.15,NA,"2008","control region",50,561,0.9984,0.000565685,0.0291,0.00271529
"1239","Thalassoma bifasciatum","Bluehead wrasse","Haney Silliman Rand 2007","Bahamas","San Salvador",24.046,-74.625414,NA,"","control region",39,380,0.982,NA,0.019,NA
"1240","Thalassoma bifasciatum","Bluehead wrasse","Haney Silliman Rand 2007","St Croix","Butler Bay",17.751731,-64.903122,NA,"","control region",49,380,0.993,NA,0.02,NA
"1241","Thalassoma bifasciatum","Bluehead wrasse","Haney Silliman Rand 2007","St Croix","Grapetree Bay",17.7392,-64.591807,NA,"","control region",51,380,0.987,NA,0.019,NA
"1242","Thalassoma bifasciatum","Bluehead wrasse","Haney Silliman Rand 2007","St Croix","Jack Bay",17.743845,-64.580931,NA,"","control region",47,380,0.989,NA,0.021,NA
"1243","Thalassoma bifasciatum","Bluehead wrasse","Haney Silliman Rand 2007","St Croix","Northstar Bay",17.764,-64.837104,NA,"","control region",51,380,0.981,NA,0.018,NA
"1244","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","KK",8.33333333333333,79.2,"YFINEIO","2002","ATPase 6, 8",51,498,0.722,NA,0.002,NA
"1245","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","KR",6.28333333333333,82.3833333333333,"YFINEIO","2001","ATPase 6, 8",52,498,0.721,NA,0.002,NA
"1246","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","MD",4.33333333333333,73.15,"YFINEIO","2003","ATPase 6, 8",42,498,0.507,NA,0.001,NA
"1247","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","NE",6.95,79.3,"YFINEIO","2003","ATPase 6, 8",27,498,0.595,NA,0.002,NA
"1248","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","TA",5.7,81.2333333333333,"YFINEIO","2003","ATPase 6, 8",17,498,0.117,NA,0,NA
"1249","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","TR",8.96666666666667,81.85,"YFINEIO","2004","ATPase 6, 8",39,498,0.317,NA,0.001,NA
"1250","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","WE",5.56666666666667,80.3,"YFINEIO","2003","ATPase 6, 8",19,498,0.521,NA,0.002,NA
"1251","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",10,862,0.978,0.025930677,0.00985,0.000186574
"1252","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","BS1",41.36,41.23,NA,"2005","control region",20,862,0.953,0.019677398,0.00904,0.000192302
"1253","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","BS2",40.9,38.41,NA,"2005","control region",6,862,0.933,0.038375339,0.00766,0.000314351
"1254","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","BS3",41.92,35.07,NA,"2005","control region",6,862,1,0,0.00858,0.00011431
"1255","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","BS4",41.47,31.77,NA,"2005","control region",6,862,1,0,0.00758,0.000322516
"1256","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS1",40.99,28.85,NA,"2005","control region",10,862,0.978,0.02118726,0.00786,0.00018025
"1257","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS2",40.2,26.43,NA,"2005","control region",10,862,1,0,0.00838,0.000148627
"1258","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",6,862,1,0,0.007,0.000342929
"1259","Trachurus mediterraneus","Mediterraneus horse mackerel ","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS2",36.64,36.13,NA,"2005","control region",10,862,0.978,0.015811388,0.00866,0.000199223
"1260","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Chile","Iquique",-19.9144444444444,-69.9811111111111,"CHTRACCH","2002","control region",30,772,0.36,NA,7e-04,NA
"1261","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Chile","Talcahuano",-38.9477777777778,-74.9813888888889,"CHTRACCH","2002","control region",35,772,0.22,NA,4e-04,NA
"1262","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","New Zealand","New Zealand",-36.9819444444444,178.116666666667,NA,"2002","control region",26,772,0.15,NA,2e-04,NA
"1263","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Ocean","Open Ocean",-31.95,-90.9666666666667,NA,"2006","control region",52,772,0.41,NA,7e-04,NA
"1264","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","USA","San Antonio",-32.9486111111111,-70.9480555555556,NA,"2002","control region",30,772,0.51,NA,8e-04,NA
"1265","Trachurus picturatus","Blue jack mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",18,862,0.98,0.01673486,0.00673,0.000108423
"1266","Trachurus picturatus","Blue jack mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",20,862,0.974,0.014087228,0.00652,0.000172177
"1267","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",12,862,0.909,0.010969655,0.00327,0.000251147
"1268","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS1",40.99,28.85,NA,"2005","control region",12,862,0.955,0.015877132,0.00339,0.000199186
"1269","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS2",40.2,26.43,NA,"2005","control region",12,862,0.97,0.017609183,0.00476,0.000167432
"1270","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",11,862,1,0.027739044,0.00388,0.00027136
"1271","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS2",36.64,36.13,NA,"2005","control region",13,862,0.987,0.014976905,0.00345,0.000208013
"1272","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","Central GBR",-20.1,148.5,NA,"","control region",20,1025,0.43,NA,0.002,NA
"1273","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","Cocos Keeling",-12.1,96.9,NA,"","control region",22,1025,0.61,NA,0.003,NA
"1274","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","North GBR",-18.7,146.6,NA,"","control region",20,1025,0.69,NA,0.002,NA
"1275","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","Osprey Reef",-18.1,147.6,NA,"","control region",5,1025,0.4,NA,0.002,NA
"1276","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","France (French Polynesia)","Marquesas",-9.8,-138.9,NA,"","control region",10,1025,0.64,NA,0.003,NA
"1277","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Indonesia","Bali",-8.9,114.2,NA,"","control region",4,1025,1,NA,0.004,NA
"1278","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Republic of Costa Rica","Cocos Island",5.51,-87.03,NA,"","control region",39,1025,0,NA,0,NA
"1279","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Republic of Costa Rica","Costa Rica",9.5,-84.8,NA,"","control region",11,1025,0,NA,0,NA
"1280","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Singapore","Singapore",1.35,104.5,NA,"","control region",5,1025,0.6,NA,0.001,NA
"1281","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Big Island",18.9,-156.02,NA,"","control region",7,1025,0,NA,0,NA
"1282","Triaenodon obesus","Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","French Frigate",23.86,-166.2,NA,"","control region",6,1025,0.53,NA,0.002,NA
