spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise
Dicentrarchus labrax,Common Sea Bass,Lemair et al. 2005 Journal of Evolutionary Biology 18:70-80,Siculo-Tunisian Strait,Bizerte lagoon,37,2,6,9,8,6,,cytb,29,304,0.31,,0.0003,
Dicentrarchus labrax,Common Sea Bass,Lemair et al. 2005 Journal of Evolutionary Biology 18:70-80,Gulf of Tunis,La-Goulette,36,4,8,10,2,0,,cytb,27,304,0.07,,0.0003,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Belgium,BANV,51.083,,,4,4,0,1997-2002,Cytochrome b,41,304,0.14,,0.002,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",France,FBRE,48.691,,,-2,7,6,1997-2002,Cytochrome b,38,304,0.36,,0.004,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",France,FYEU,46.98,,,-2,3,4,1997-2002,Cytochrome b,22,304,0.4,,0.005,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Portugal,PAVR,40.98,,,-8,6,5,1997-2002,Cytochrome b,48,304,0.37,,0.005,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Morocco,MRBT,33.431,,,-6,8,4,1997-2002,Cytochrome b,35,304,0.44,,0.005,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Morocco,MMAR,35.282,,,-5,2,6,1997-2002,Cytochrome b,14,304,0.53,,0.007,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Morocco,MNAD,35.21,,,-3,,,1997-2002,Cytochrome b,9,304,0.69,,0.01,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Spain,EMAM,37.579,,,0,8,3,1997-2002,Cytochrome b,32,304,0.06,,0.0002,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",France,FPRE,43.58,,,3,4,7,1997-2002,Cytochrome b,20,304,0.1,,0.0004,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",France,FMRS,43.133,,,5,3,7,1997-2002,Cytochrome b,60,304,0.1,,0.0004,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Algeria,AGLA,36.844,,,7,4,5,1997-2002,Cytochrome b,51,304,0.04,,0.0005,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Tunisia,TISK,37.16,,,9,6,6,1997-2002,Cytochrome b,38,304,0.15,,0.0006,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Tunisia,TBIZ,37.23,,,9,8,6,1997-2002,Cytochrome b,29,304,0.31,,0.003,
Dicentrarchus labrax,Common sea bass,"Lemaire, Versini & Bonhomme 2005",Tunisia,TGOU,36.739,,,10,2,0,1997-2002,Cytochrome b,27,304,0.07,,0.0003,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Atlantic Ocean,58.539595,,,-19.541019,,,,cytochrome b ,25,815,0.9833,,0.009669,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Indian Ocean (west),-27.839076,,,49.892575,,,,cytochrome b ,9,815,0.9167,,0.00259,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Indian Ocean (east),-20.468189,,,111.943356,,,,cytochrome b ,10,815,0.9778,,0.005235,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Off Japanese Coast,45.828799,,,146.894524,,,,cytochrome b ,27,815,0.886,,0.003489,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Off Tasmania, South Australia",-45.336702,,,144.462887,,,,cytochrome b ,5,815,1,,0.007853,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Chatham Rise,-46.316584,,,178.886712,,,,cytochrome b ,13,815,0.9744,,0.003492,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,East Coast,-40.044438,,,-179.150394,,,,cytochrome b ,25,815,0.88,,0.004266,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Lifou Island, North Loyality ridge",-21,,,167,,,,cytochrome b ,10,815,0.9333,,0.004908,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Astrolabe Reef,  North Loyality ridge",-20,,,165.3,,,,cytochrome b ,12,815,0.8485,,0.003458,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount J, South Loyality ridge",-24.1,,,170,,,,cytochrome b ,21,815,0.9524,,0.003728,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount K, South Loyality ridge",-24.5,,,170.1,,,,cytochrome b ,13,815,0.8718,,0.003146,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount Jumeau Ouest, Norfolk ridge",-23.9,,,167.5,,,,cytochrome b ,10,815,0.7778,,0.001963,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount Jumeau Est, Norfolk ridge",-23.6,,,168.5,,,,cytochrome b ,14,815,0.8901,,0.003182,
Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount Stylaster, Norfolk ridge",-23.5,,,168,,,,cytochrome b ,10,815,0.9333,,0.002372,
Paralichthys olivaceus `,Japanese flounder ,Li et al 2011 African Journal of Biotechnology 10(60):12833-12839,Yellow Sea and East China Sea,Qindao,36,9,,120,38,,2006,cytochrome c oxidase subunit I,50,528,0.746,,0.00334,
Paralichthys olivaceus `,Japanese flounder ,Li et al 2011 African Journal of Biotechnology 10(60):12833-12839,Yellow Sea and East China Sea,Zhoushan,30,8,,122,30,,2008,cytochrome c oxidase subunit I,50,528,0.712,,0.00318,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Baltic Sea,Eastern Baltic ,55.07,,,18.44,,,2006,control region ,30,530,0.945,,,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Baltic-North Sea,North Sea,55.4,,,6.46,,,2005,control region ,30,530,0.989,,,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Atlantic Ocean,Bay of Biscay,47.18,,,-3.16,,,2006,control region ,30,530,0.984,,,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Mediterranian Sea,Gulf of Lion,43.27,,,3.49,,,2006,control region ,30,530,0.894,,,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Mediterranian Sea,Adriatic Sea,45.36,,,13.34,,,2005,control region ,30,530,0.784,,,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Mediterranian Sea,Bosporus,41.12,,,29.07,,,2006,control region ,30,530,0.954,,,
Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,Black Sea,Black Sea (west),44.37,,,33.5,,,2006,control region ,30,530,0.92,,,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,China,"Yellow Sea, PT4",35.71547,,,122.410722,,,2001,control region,16,522,1,,0.008,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,China,"East China Sea, E8-3",32.704289,,,125.695634,,,2001,control region,22,522,1,,0.011,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,China,F4,30.486733,,,122.817216,,,2001,control region,20,522,0.99,,0.009,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,China,"Yellow Sea, L3",36.421453,,,121.784501,,,2001,control region,17,522,1,,0.009,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,China,J1,26.185208,,,120.323319,,,2001,control region,20,522,1,,0.01,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,Teuri Island,44.400754,,,141.315284,,,2005,control region,20,522,0.99,,0.01,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,Mutsu Bay,41.007148,,,141.106946,,,1997,control region,18,522,1,,0.009,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,"Anamizu, Ishikawa",37.206434,,,137.18488,,,1997,control region,18,522,1,,0.01,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,"Kosasa, Nagasaki",32.887852,,,129.43681,,,1996,control region,18,522,1,,0.01,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,Kagoshima Bay,31.440283,,,130.635393,,,1997,control region,18,522,1,,0.01,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,"Mugi, Tokushima",33.652868,,,134.45542,,,1997,control region,18,522,1,,0.01,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,Miura Kanagawa,35.111632,,,139.653792,,,1997,control region,18,522,1,,0.009,
Engraulis japonicus,Japanese anchovy,Liu et al. 2006,Japan,"Utatsu, Miyagi",38.68513,,,141.589825,,,1997,control region,18,522,1,,0.01,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Yellow Sea,41,,,125,,,2005,control region,39,452,0.55,,0.065,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Sea of Japan,44,,,137,,,2005,control region,27,452,0.71,,0.12,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Eastern Hokkaido,43,,,140,,,2004,control region,44,452,0.59,,0.069,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Okhotsk Sea,46,,,150,,,2004,control region,44,452,0.59,,0.04,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Aleutian Island,50,,,180,,,2005,control region,21,452,0.49,,0.099,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Unimak Pass,51,,,175,,,2003,control region,18,452,0.63,,0.123,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Kodial Island,55,,,155,,,2003,control region,22,452,0.41,,0.081,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Hecate Strait,51,,,135,,,2004,control region,24,452,0.58,,0.074,
Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Gulf of Georgia,46,,,130,,,2003,control region,20,452,0.42,,0.022,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2010 Marine and Freshwater Research 61:1416-1424,Taiwan,SK,25,,,130,,,2007,control region ,16,343,0.908,,0.011,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2010 Marine and Freshwater Research 61:1416-1424,Taiwan,MA,27,,,155,,,2007,control region ,25,343,0.943,,0.01,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2010 Marine and Freshwater Research 61:1416-1424,Taiwan,YL,28,,,154,,,2007,control region ,26,343,0.948,,0.013,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,TW,4.9536,,,114.485,,,,control region ,8,343,1,,0.0149,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,FI,-15.67,,,176.97,,,,control region ,3,343,1,,0.0254,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,AU,-23.044,,,152.98,,,,control region ,17,343,0.9167,,0.0107,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KO,1.071,,,129.574,,,,control region ,10,343,0.6667,,0.0261,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KA ,0.4113,,,129.651,,,,control region ,7,343,1,,0.0489,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,WA,-0.3796,,,131.024,,,,control region ,6,343,0.7333,,0.0115,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,CE ,-1.0166,,,135.227,,,,control region ,13,343,0.1538,,0.0005,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KW ,5.566,,,170.032,,,,control region ,10,343,0.6667,,0.0028,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,CH ,2.2346,,,152.893,,,,control region ,11,343,0.7455,,0.0034,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,KOR,7.0513,,,134.26,,,,control region ,14,343,0.6813,,0.0033,
Pomacentrus coelestis ,Neon damsel ,Liu et al. 2012 Marine Ecology Progress Series 458:155-167,West Pacific Ocean ,MO ,1.26843,,,154.915,,,,control region ,7,343,0.7143,,0.0025,
Scomberomorus sierra ,Pacific Sierra mackerel,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,SIN,22,,,-113,,,,D-loop sequence ,43,648,0.999,,0.0244,
Scomberomorus sierra ,Pacific Sierra mackerel,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,MICH,19,,,-102,,,,D-loop sequence ,31,648,0.994,,0.00144,
Scomberomorus sierra ,Pacific Sierra mackerel,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,OAX,17,,,-95,,,,D-loop sequence ,50,648,0.998,,0.0183,
Scomberomorus sierra ,Pacific Sierra mackerel,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,CH,15,,,-93,,,,D-loop sequence ,47,648,1,,0.0214,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"St. Augustine Beach, FL",29.41,,,81.15,,,2005,D-Loop,19,340,0.6,,0.003,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Jekyll Island, GA",31.03,,,81.26,,,2006,D-Loop,24,340,0.7,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Tybee Island, GA",32,,,80.57,,,2005.5,D-Loop,39,340,0.76,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Folly Beach, SC",32.43,,,79.05,,,2006,D-Loop,15,340,0.86,,0.005,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Pawleys Island, SC",33.24,,,79.08,,,2006,D-Loop,23,340,0.85,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Little River, SC",33.52,,,78.36,,,2005,D-Loop,20,340,0.84,,0.005,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Hatteras Inlet, NC",35.11,,,75.42,,,2006,D-Loop,23,340,0.45,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Morehead City, NC",34.43,,,76.41,,,2005.5,D-Loop,39,340,0.58,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Oregon Inlet, NC",35.47,,,75.31,,,2006,D-Loop,23,340,0.8,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Silver Beach, VA",37.29,,,75.57,,,2005.5,D-Loop,33,340,0.54,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Patterson Park, MD",38.24,,,76.31,,,2006,D-Loop,23,340,0.46,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Sandy Pt Park, MD",39.01,,,76.24,,,2006,D-Loop,24,340,0.5,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Tuckerton, NJ",39.24,,,74.2,,,2005.5,D-Loop,25,340,0.64,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Sandy Hook, NJ",40.25,,,73.59,,,2006,D-Loop,23,340,0.63,,0.003,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Patchogue, NJ",40.45,,,73,,,2005.5,D-Loop,34,340,0.73,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Narragansett Bay, RI",41.38,,,71.24,,,2006,D-Loop,21,340,0.82,,0.004,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Waquoit Bay, MA",41.35,,,70.31,,,2005.5,D-Loop,36,340,0.5,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Kittery Point, ME",43.05,,,70.4,,,2006,D-Loop,22,340,0.55,,0.002,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Broad Cove, ME",44.02,,,69.24,,,2005.5,D-Loop,39,340,0.33,,0.001,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Mt. Desert Island, ME",44.26,,,68.2,,,2006,D-Loop,23,340,0.25,,0.001,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"St. Andrews, NB",45.05,,,67.04,,,2005.5,D-Loop,39,340,0.31,,0.001,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"St. John, NB",45.13,,,66.08,,,2006,D-Loop,19,340,0.11,,0.001,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Joggins, NS",45.3,,,64.29,,,2005,D-Loop,27,340,0.08,,0.001,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Mill River, PEI",46.47,,,64.08,,,2005.5,D-Loop,39,340,0.4,,0.001,
Menidia menidia,Atlantic silverside,Mach et al. 2011 Marine Biology 158:515-530 ,USA,"Magdalen Island, QUE",47.24,,,61.51,,,2006,D-Loop,20,340,0.53,,0.002,
Merluccius bilinearis,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Mb-N,43,,,-66.5,,,2003,control region,29,900,0.855,,0.0047,
Merluccius bilinearis,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Mb-CN,41,,,-69,,,2003,control region,117,900,0.827,,0.0044,
Merluccius bilinearis,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Mb-CS,39.5,,,-72,,,2003,control region,32,900,0.699,,0.0029,
Merluccius bilinearis,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Mb-S,37.5,,,-74,,,2003,control region,30,900,0.637,,0.0024,
Merluccius albidus,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Ma-N,40,,,-70,,,2003,control region,27,900,0.655,,0.0798,
Merluccius albidus,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Ma-C,37.5,,,-74,,,2003,control region,28,900,0.548,,0.0669,
Merluccius albidus,North American hakes ,Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558,USA,Ma-S,35.5,,,-74.5,,,2003,control region,35,900,0.694,,0.0793,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Kodiak Island, Alaska",57.017,,,-152.806854,,,1999,cytochrome-c oxidase I,6,548,,,0.004,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Point Defiance, Washington",47.413,,,-122.377085,,,1999,cytochrome-c oxidase I,15,548,,,0.004,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Straits of Juan de Fuca, Washington",48.316,,,-123.28435,,,1999,cytochrome-c oxidase I,16,548,,,0.001,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"San Juan Islands, Washington",48.517,,,-122.953711,,,1999,cytochrome-c oxidase I,20,548,,,0.002,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Eureka, California",40.820319,,,-124.225185,,,2000,cytochrome-c oxidase I,40,548,,,0.003,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Bodega Bay, California",38.334,,,-123.096967,,,2000,cytochrome-c oxidase I,47,548,,,0.003,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"San Francisco, California",37.818,,,-122.544719,,,2000,cytochrome-c oxidase I,30,548,,,0.003,
Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Monterey Bay, California",36.614,,,-122.153004,,,2000,cytochrome-c oxidase I,12,548,,,0.004,
Makaira nigricans,Blue marlin,McDowell et al. 2007 Gulf and Caribbean Research 19:75-82,USA,"Western North Atlantic, US mid-Atlantic",41.112,,,-69.688391,,,1997,control region,15,904,1,,0.115,
Makaira nigricans,Blue marlin,McDowell et al. 2007 Gulf and Caribbean Research 19:75-82,Jamaica,Caribeean Sea,18.2,,,-75.998842,,,1998,control region,11,904,1,,0.129,
Makaira nigricans,Blue marlin,McDowell et al. 2007 Gulf and Caribbean Research 19:75-82,Ghana,Eastern Atlantic,5.8,,,1.188582,,,1998,control region,18,904,0.993,,0.121,
Katsuwonus pelamis,Skipjack tuna ,Menezez et al. 2012 Journal of Fish Biology 80:2198-2212,Coast of India ,Veraval,20.53,,,70.26,,,,control region ,37,580,1,,0.114,
Katsuwonus pelamis,Skipjack tuna ,Menezez et al. 2012 Journal of Fish Biology 80:2198-2212,Coast of India ,Kochi,9.58,,,76.17,,,,control region ,46,580,1,,0.115,
